zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
ticket-to-ride-new-york,Ticket To Ride: New York,"QUALITY_GATE: shrunk=6.88, usersrated=7789",253284,Ticket to Ride: New York,100.0
frightmare-on-maple-lane-final-girl-exp,Frightmare on Maple Lane: Final Girl Exp.,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,55.88235294117647
daggerheart-core-set-hardcover,Daggerheart - Core Set Hardcover,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.71428571428572
final-girl-a-knock-at-the-door,Final Girl: A Knock at the Door,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
clank-adventuring-party,Clank! Adventuring Party,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
twilight-imperium-prophecy-of-kings-expansion,Twilight Imperium: Prophecy of Kings Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.53246753246754
heat-rocky-roads,Heat - Rocky Roads,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
final-girl-panic-at-station-2891,Final Girl: Panic at Station 2891,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
heroquest-board-game-expansion-wizards-of-morcar-quest-pack,HeroQuest Board Game Expansion Wizards of Morcar Quest Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,55.44554455445545
santorini-board-game-2nd-edition,Santorini Board Game: 2nd Edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
fluxx-5-0,Fluxx 5.0,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
bristol-1350,Bristol 1350,"QUALITY_GATE: shrunk=6.87, usersrated=2688",308989,Bristol 1350,100.0
bandida,Bandida,"QUALITY_GATE: shrunk=6.45, usersrated=1837",299571,Bandida,100.0
marvel-champions-black-widow-hero-pack,Marvel Champions: Black Widow Hero Pack,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
richard-osmans-house-of-games,Richard Osman's House Of Games,"QUALITY_GATE: shrunk=6.14, usersrated=21",366246,Richard Osman's House of Games,100.0
unlock-star-wars-escape-game,Unlock! Star Wars Escape Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.71428571428572
7-wonders-2nd-edition-cities-expansion,7 Wonders 2nd Edition: Cities Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.0
horizons-of-spirit-island-standalone,Horizons of Spirit Island (Standalone),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.9672131147541
harry-potter-hogwarts-battle-the-charms-and-potions-expansion,Harry Potter: Hogwarts Battle - The Charms and Potions Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
spirit-island-board-game-nature-incarnate-expansion,Spirit Island Board Game: Nature Incarnate Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.06451612903225
marvel-champions-the-card-game-civil-war,Marvel Champions: The Card Game Civil War,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
captain-flip,Captain Flip,"QUALITY_GATE: shrunk=7.15, usersrated=7505",393325,Captain Flip,100.0
scythe-game-board-extension,Scythe: Game Board Extension,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.1578947368421
obsession-board-game-upstairs-downstairs-expansion,"Obsession Board Game: Upstairs, Downstairs Expansion",LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.29032258064516
final-girl-madness-in-the-dark,Final Girl: Madness in the Dark,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
new-york-zoo,New York Zoo,"QUALITY_GATE: shrunk=6.99, usersrated=10273",300877,New York Zoo,100.0
monster-box-of-monsters-expansion,Harry Potter Hogwarts Battle- The Monster Box of Monsters Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
poetry-for-neanderthals,Poetry for Neanderthals,"QUALITY_GATE: shrunk=6.63, usersrated=3958",312786,Poetry for Neanderthals,100.0
grand-tour-flamme-rouge-expansion,Grand Tour: Flamme Rouge Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.1578947368421
angel-hero-pack-marvel-champions,Angel Hero Pack: Marvel Champions,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
exit-the-enchanted-forest,EXIT: The Enchanted Forest,"QUALITY_GATE: shrunk=6.91, usersrated=1721",295944,EXIT: The Game – The Enchanted Forest,100.0
ticket-to-ride-united-kingdom-pennsylvania,Ticket to Ride United Kingdom & Pennsylvania,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.81818181818181
dixit-odyssey-english-only,Dixit Odyssey (English Only),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,83.87096774193549
things-in-rings,Things in Rings,"QUALITY_GATE: shrunk=7.06, usersrated=3831",408547,Things in Rings,100.0
bang-the-dice-game,Bang! The Dice Game,"QUALITY_GATE: shrunk=6.87, usersrated=26592",143741,BANG! The Dice Game,100.0
dragonwood,Dragonwood,"QUALITY_GATE: shrunk=6.57, usersrated=5401",172933,Dragonwood,100.0
horrific-journeys-mansions-of-madness-2nd-ed-exp,Mansions of Madness 2nd Edition: Horrific Journeys Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.728395061728406
luna-capital,LUNA Capital,"QUALITY_GATE: shrunk=7.04, usersrated=2068",323613,LUNA Capital,100.0
p-for-pizza,P For Pizza,"QUALITY_GATE: shrunk=6.32, usersrated=636",311330,P for Pizza,100.0
coffee-rush-piece-of-cake-expansion,Coffee Rush: Piece of Cake Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.295081967213115
coup-2nd-edition-reformation-expansion,Coup 2nd Edition: Reformation Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.76744186046511
what-next-the-action-adventure-board-game,What Next - The Action Adventure Board Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
citadels-revised-edition,Citadels Revised Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
the-bloody-inn-the-carnies-expansion,The Bloody Inn: The Carnies Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
film-fatale-scenario-pack-for-arkham-horror-the-card-game,Film Fatale Scenario Pack for Arkham Horror: The Card Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.71641791044777
marvel-champions-the-card-game-silk-hero-pack,Marvel Champions: The Card Game Silk Hero Pack,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
my-gold-mine,My Gold Mine,"QUALITY_GATE: shrunk=6.90, usersrated=1752",331571,My Gold Mine,100.0
azul-crystal-mosaic,Azul: Crystal Mosaic,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
exit-adventures-on-catan,EXIT: Adventures on Catan,"QUALITY_GATE: shrunk=7.19, usersrated=316",437214,EXIT: The Game – Adventures on Catan,100.0
flamme-rouge-peloton-expansion-mlv,Flamme Rouge: Peloton Expansion (MLV),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.295081967213115
cryptid,Cryptid,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
machi-koro-2,Machi Koro 2,"QUALITY_GATE: shrunk=7.06, usersrated=2733",340364,Machi Koro 2,100.0
seaside,Seaside,"QUALITY_GATE: shrunk=7.06, usersrated=1640",406660,Seaside,100.0
this-is-gonna-get-messy,This is Gonna Get Messy,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.0
tapestry,Tapestry,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
a-feast-for-odin-the-norwegians,A Feast for Odin: The Norwegians,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
stomp-the-plank,Stomp the Plank,"QUALITY_GATE: shrunk=6.87, usersrated=1029",367771,Stomp the Plank,100.0
secrets-lies-mysterium-expansion-2,Secrets & Lies: Mysterium Expansion 2,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
summer-zed-pin,Summer Zed Pin,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
mage-knight-boardgame-ultimate-edition,Mage Knight Boardgame Ultimate Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,84.84848484848484
carcassonne-dragon-fairy-exp-3-2025,Carcassonne: Dragon & Fairy - Exp 3 (2025),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.75
catan-6th-edition-5-6-player-expansion,CATAN 6th Edition 5-6 Player Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
beyond-threshold-mansions-madness,Mansions of Madness 2nd Edition: Beyond the Threshold Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.5
gloom-card-game-2nd-edition,Gloom! Card Game 2nd Edition,"QUALITY_GATE: shrunk=6.33, usersrated=16561",12692,Gloom,100.0
twilight-imperium-4th-edition,Twilight Imperium 4th Edition,"QUALITY_GATE: shrunk=6.57, usersrated=728",24,Twilight Imperium,100.0
the-fox-in-the-forest-duet,The Fox in the Forest Duet,"QUALITY_GATE: shrunk=6.95, usersrated=4446",288169,The Fox in the Forest Duet,100.0
obsession-board-game-2nd-edition-wessex-expansion,Obsession Board Game: 2nd Edition Wessex Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
cdsk,CDSK,"QUALITY_GATE: shrunk=7.05, usersrated=497",383789,CDSK,100.0
hidden-signs-mysterium-expansion-1,Hidden Signs: Mysterium Expansion 1,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.76470588235294
scythe-the-rise-of-fenris,Scythe: The Rise of Fenris,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
bus-complete-edition,BUS: Complete Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.81818181818181
blood-on-the-clocktower-the-carousel,Blood on the Clocktower: The Carousel,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.85106382978724
twilight-imperium-thunders-edge,Twilight Imperium - Thunder's Edge,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
war-of-the-ring-2nd-edition,War of the Ring 2nd Edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
tally-up,Tally Up!,"QUALITY_GATE: shrunk=6.63, usersrated=267",460372,Tally Up,100.0
trial-by-trolley,Trial by Trolley,"QUALITY_GATE: shrunk=6.00, usersrated=4625",282171,Trial by Trolley,100.0
3-chapters,3 Chapters,"QUALITY_GATE: shrunk=7.01, usersrated=2628",423517,3 Chapters,100.0
marvel-champions-agents-of-s-h-i-e-l-d-expansion,Marvel Champions: Agents of S.H.I.E.L.D Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.22784810126582
mansions-of-madness-path-of-the-serpent-2nd-edition-expansion,Mansions of Madness: Path of the Serpent 2nd Edition Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.88607594936708
akropolis,Akropolis,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
deep-sea-adventure-boost,Deep Sea Adventure Boost,"QUALITY_GATE: shrunk=7.06, usersrated=687",427866,Deep Sea Adventure Boost,100.0
carnage-at-the-carnival-final-girl-exp,Carnage at the Carnival: Final Girl Exp.,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.0
exit-lotr-shadows-over-middle-earth,EXiT: LOTR - Shadows over Middle-earth,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,86.07594936708861
haunting-of-creech-manor-final-girl-exp,Haunting of Creech Manor: Final Girl Exp.,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.06451612903225
lord-of-the-rings-lcg-the-dark-of-mirkwood-scenario-pack,Lord of the Rings LCG: The Dark of Mirkwood Scenario Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.69565217391304
thats-not-a-hat-card-game,That's Not A Hat! Card Game,"QUALITY_GATE: shrunk=6.97, usersrated=7063",375651,That's Not a Hat,100.0
lost-ruins-of-arnak-expedition-leaders-expansion,Lost Ruins of Arnak: Expedition Leaders Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.52747252747253
star-wars-outer-rim-unfinished-business-expansion,Star Wars: Outer Rim - Unfinished Business Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.14285714285714
marvel-champions-the-card-game-black-panther,Marvel Champions: The Card Game Black Panther,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.56521739130434
tinderblox,Tinderblox,"QUALITY_GATE: shrunk=6.75, usersrated=3235",295192,Tinderblox,100.0
zatu-small-hexagonal-dice-tray-orange-black,Zatu Small Hexagonal Dice Tray - Orange/Black,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,53.84615384615385
telestrations-2025-refresh,Telestrations 2025 Refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
wingspan-board-game-nesting-box,Wingspan Board Game: Nesting Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.75
heat-legends,Heat: Legends,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
exit-the-stormy-flight,EXIT: The Stormy Flight,"QUALITY_GATE: shrunk=6.77, usersrated=1526",283797,EXIT: The Game – The Stormy Flight,100.0
7-wonders-2nd-edition-leaders-expansion,7 Wonders 2nd Edition: Leaders Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.07692307692308
crossroads-forgotten-waters,Crossroads: Forgotten Waters,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.4186046511628
lairs-lost-chambers-clank-catacombs-exp,Lairs & Lost Chambers: Clank!: Catacombs Exp,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.53424657534247
ligretto-red,Ligretto Red,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
tacta,Tacta,"QUALITY_GATE: shrunk=6.67, usersrated=2317",401636,Tacta,100.0
power-king-tokyo-expansion,Power Up! King of Tokyo Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.06896551724138
paris-la-cite-de-la-lumiere-city-of-light,Paris - La Cite de la Lumiere (City of Light),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,79.41176470588236
trio,Trio,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
hansa-teutonica-big-box-german-english,Hansa Teutonica Big Box (German/English),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.08108108108108
earthborne-rangers-stewards-of-the-valley,Earthborne Rangers: Stewards of the Valley,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
nekojima,Nekojima,"QUALITY_GATE: shrunk=7.10, usersrated=2307",359029,Nekojima,100.0
streets-of-arkham-mansions-madness-2nd-ed-exp,Mansions of Madness 2nd Edition: Streets of Arkham Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
forsaken-lore-eldritch-horror-exp,Forsaken Lore: Eldritch Horror Exp,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.96296296296296
221b-baker-street,221B baker Street,"QUALITY_GATE: shrunk=6.02, usersrated=3372",1275,221B Baker Street: The Master Detective Game,95.0
flash-point-fire-rescue-2nd-edition,Flash Point Fire Rescue 2nd Edition,"QUALITY_GATE: shrunk=7.14, usersrated=25469",100901,Flash Point: Fire Rescue,100.0
caverna,Caverna,"QUALITY_GATE: shrunk=6.51, usersrated=5",402979,Cavern,92.3076923076923
mountain-goats,Mountain Goats,"QUALITY_GATE: shrunk=6.84, usersrated=5908",63975,Mountain Goats,100.0
sanctuary-tile-game,Sanctuary Tile Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
final-girl-once-upon-a-full-moon,Final Girl: Once Upon a Full Moon,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
junior-colourbrain,Junior Colourbrain,"QUALITY_GATE: shrunk=6.34, usersrated=25",327600,Junior Colourbrain,100.0
ligretto-green,Ligretto Green,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
the-lost-expedition,The Lost Expedition,"QUALITY_GATE: shrunk=7.02, usersrated=8114",216459,The Lost Expedition,100.0
sorry-what-family-edition,"Sorry, What?! Family Edition",LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,79.24528301886792
marvel-champions-the-card-game-falcon-hero-pack,Marvel Champions: The Card Game Falcon Hero Pack,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
